"","hh_id","e1","c136__1","c136__2","c136__3","e_start","index_random_2","index_random_3","random_percentage_3","e_2","solar_system","solar_full_price","solar_price","e_amount","e_3","e_3b","e_3b_oth","e_4","e_4b","e_4b_oth","e_5","e_5b","e_5b_oth","e_6","e_7","e_7_oth","elc_aggr_tier","locality"
"1552",4015503683404,"No","No","No","No","2017-11-17T05:38:02-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1553",4015503683801,"No","No","No","No","2017-11-17T05:53:40-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1554",4015503684001,"Yes","No","No","No","2017-11-17T06:22:33-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1555",4015503684101,"Yes","No","No","No","2017-11-17T06:28:09-05:00",1,0,0.33,14,"Tier 2",1e+05,33000,33000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1556",4015503684401,"Yes","No","No","No","2017-11-17T05:59:29-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1557",4015503684601,"Yes","No","No","No","2017-11-17T06:47:10-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 3",1
"1558",4015503684701,"Yes","No","No","No","2017-11-17T07:39:47-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"1559",4015503684901,"Yes","No","No","No","2017-11-17T08:10:56-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1560",4015503685801,"Yes","No","No","No","2017-11-17T08:54:34-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1561",4015505100301,"Yes","No","No","No","2017-11-20T07:36:38-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1562",4015505100401,"Yes","No","No","No","2017-11-20T08:28:16-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Other, specify","Is too expensive","No","Other, specify","Too expensive","Yes",NA,"",NA,NA,"","Tier 3",1
"1563",4015505100701,"No","No","No","No","2017-11-20T06:45:59-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1564",4015505100702,"No","No","No","No","2017-11-20T07:21:46-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"1565",4015505100803,"Yes","No","No","No","2017-11-20T08:36:34-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1566",4015505100804,"Yes","No","No","No","2017-11-20T09:53:39-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1567",4015505100805,"Yes","No","No","No","2017-11-20T08:41:54-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1568",4015505100809,"Yes","No","No","No","2017-11-20T07:48:26-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 3",1
"1569",4015505100901,"Yes","No","No","No","2017-11-20T05:28:54-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 1",1
"1570",4015505101401,"Yes","No","No","No","2017-11-20T06:05:20-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 1",1
"1571",4015505101601,"Yes","No","No","No","2017-11-20T06:44:56-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 1",1
"1572",4015505101801,"Yes","No","No","No","2017-11-20T08:32:35-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1573",4015505102301,"No","No","No","No","2017-11-20T09:35:10-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1574",4015505102401,"No","No","No","No","2017-11-20T10:28:37-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1575",4015506460101,"Yes","No","No","No","2017-11-22T11:33:26-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"1576",4015506460401,"Yes","No","No","No","2017-11-23T05:52:47-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1577",4015506460501,"Yes","No","No","No","2017-11-23T06:58:04-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 3",1
"1578",4015506460901,"No","No","No","No","2017-11-22T10:48:16-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1579",4015506461601,"Yes","No","No","No","2017-11-22T10:14:06-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 1",1
"1580",4015506461701,"Yes","No","No","No","2017-11-23T03:53:42-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 1",1
"1581",4015506461801,"Yes","No","No","No","2017-11-22T11:41:04-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1582",4015506461901,"Yes","No","No","No","2017-11-22T10:16:07-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1583",4015506462101,"Yes","No","No","No","2017-11-23T08:59:09-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1584",4015506462401,"No","No","No","No","2017-11-23T05:39:19-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1585",4015506463201,"Yes","No","No","No","2017-11-23T06:24:18-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"1586",4015506463701,"Yes","No","No","No","2017-11-22T12:45:46-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1587",4015506464001,"Yes","No","No","No","2017-11-23T06:07:12-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 1",1
"1588",4015506464101,"No","No","No","No","2017-11-22T11:32:02-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"1589",4015510500601,"No","No","No","No","2017-12-21T03:28:02",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",1
"1590",4015510500602,"No","No","No","No","2017-12-16T06:17:02",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1591",4015510501201,"Yes","No","No","No","2017-12-16T06:04:03",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 2",1
"1592",4015510501301,"No","No","No","No","2017-12-16T06:32:50",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",1
"1593",4015510502301,"Yes","No","No","No","2017-12-16T04:57:22",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1594",4015510502501,"No","No","No","No","2017-12-16T05:52:04",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1595",4015510502601,"No","No","No","No","2017-12-16T06:58:02",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1596",4015510502701,"Yes","No","No","No","2017-12-16T04:53:03",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1597",4015510502801,"No","No","No","No","2017-12-16T07:41:03",0,2,1,1,"Tier 1",9000,9000,9000,"No","Maintenance/servicing of device is not available","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"1598",4015510502901,"No","No","No","No","2017-12-16T05:06:01",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1599",4015510504101,"Yes","No","No","No","2017-12-16T05:57:06",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1600",4015510504401,"Yes","No","No","No","2017-12-16T07:01:36",0,2,1,2,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 2",1
"1601",4015510504402,"No","No","No","No","2017-12-16T05:51:03",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"1602",4015510504701,"Yes","No","No","No","2017-12-16T05:27:03",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"1603",4017515020201,"No","No","No","No","2017-11-15T07:26:48-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1604",4017515020202,"No","No","No","No","2017-11-15T08:17:31-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1605",4017515020204,"No","No","No","No","2017-11-15T08:55:51-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1606",4017515020401,"No","No","No","No","2017-11-15T07:27:46-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1607",4017515020402,"No","No","No","No","2017-11-15T08:15:38-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Maintenance/servicing of device is not available","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1608",4017515020701,"No","No","No","No","2017-11-14T19:04:18-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 0",0
"1609",4017515020702,"No","No","No","No","2017-11-14T19:38:39-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1610",4017515020703,"No","No","No","No","2017-11-15T07:17:18-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1611",4017515020704,"No","No","No","No","2017-11-15T07:56:22-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1612",4017515021202,"No","No","No","No","2017-11-15T09:11:01-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1613",4017515021301,"No","No","No","No","2017-11-15T08:54:01-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1614",4017515021502,"No","No","No","No","2017-11-15T09:41:54-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1615",4017515022001,"No","No","No","No","2017-11-15T10:27:43-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1616",4017515022002,"No","No","No","No","2017-11-14T20:37:03-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1617",4018502700201,"Yes","No","No","No","2017-11-13T09:01:11-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1618",4018502700401,"No","No","No","No","2017-11-13T08:17:29-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1619",4018502700402,"No","No","No","No","2017-11-13T08:28:09-05:00",1,1,0.66,3,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"1620",4018502700601,"No","No","No","No","2017-11-12T10:50:27-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","No","Maintenance/servicing of device is not available","","Tier 0",0
"1621",4018502701901,"No","No","No","No","2017-11-12T07:27:11-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"1622",4018502702201,"No","No","No","No","2017-11-12T10:46:27-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1623",4018502702301,"No","No","No","No","2017-11-13T05:33:07-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1624",4018502702401,"No","No","No","No","2017-11-12T08:16:51-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"","Tier 0",0
"1625",4018502702702,"No","No","No","No","2017-11-12T06:44:43-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Maintenance/servicing of device is not available","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1626",4018502702801,"Yes","No","No","No","2017-11-13T10:18:09-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1627",4018502703301,"No","No","No","No","2017-11-13T09:27:10-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"1628",4018502704302,"No","No","No","No","2017-11-12T06:18:22-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Maintenance/servicing of device is not available","","Tier 0",0
"1629",4018502704602,"No","No","No","No","2017-11-13T08:38:59-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1630",4018502705201,"No","No","No","No","2017-11-12T10:18:35-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1631",4020512580103,"No","No","No","No","2017-12-08T06:34:03",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1632",4020512580104,"No","No","No","No","2017-12-08T07:13:33",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1633",4020512580106,"No","No","No","No","2017-12-08T08:03:52",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1634",4020512580109,"No","No","No","No","2017-12-08T06:23:10",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"1635",4020512580110,"No","No","No","No","2017-12-09T05:34:41",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1636",4020512580113,"No","No","No","No","2017-12-09T05:47:40",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"","Tier 0",0
"1637",4020512580201,"No","No","No","No","2017-12-09T03:50:43",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"1638",4020512580205,"No","No","No","No","2017-12-09T04:25:04",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1639",4020512580206,"No","No","No","No","2017-12-08T07:04:57",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1640",4020512580210,"No","No","No","No","2017-12-08T06:25:46",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1641",4020512580305,"No","No","No","No","2017-12-08T08:46:04",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"1642",4020512580306,"No","No","No","No","2017-12-09T04:23:59",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1643",4020512580402,"No","No","No","No","2017-12-09T03:52:11",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"1644",4020512580605,"No","No","No","No","2017-12-09T04:59:13",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"1645",4020517300305,"No","No","No","No","2017-12-12T07:17:03",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1646",4020517300306,"No","No","No","No","2017-12-12T08:40:02",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1647",4020517300402,"No","No","No","No","2017-12-12T05:20:02",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Maintenance/servicing of device is not available","","No","Cannot afford the payment","","Tier 0",0
"1648",4020517300501,"No","No","No","No","2017-12-12T12:05:54",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1649",4020517301201,"No","No","No","No","2017-12-12T16:53:39",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1650",4020517301501,"No","No","No","No","2017-12-12T04:16:04",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1651",4020517301603,"No","No","No","No","2017-12-12T07:10:02",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"1652",4020517301701,"No","No","No","No","2017-12-12T05:38:02",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1653",4020517302601,"No","No","No","No","2017-12-12T06:29:03",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1654",4020517302701,"No","No","No","No","2017-12-12T06:18:06",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"1655",4020517303001,"No","No","No","No","2017-12-12T07:04:14",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1656",4020517303005,"No","No","No","No","2017-12-12T08:10:02",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1657",4020517303102,"No","No","No","No","2017-12-12T07:37:06",0,2,1,1,"Tier 1",9000,9000,9000,"No","Maintenance/servicing of device is not available","","No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"","Tier 0",0
"1658",4020517303601,"No","No","No","No","2017-12-12T06:22:03",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1659",4021509800201,"No","No","No","No","2017-11-16T04:15:41-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1660",4021509800301,"No","No","No","No","2017-11-16T06:32:13-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1661",4021509800302,"No","No","No","No","2017-11-16T04:18:56-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1662",4021509800402,"No","No","No","No","2017-11-14T16:26:40-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1663",4021509800404,"No","No","No","No","2017-11-15T02:14:02-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1664",4021509800503,"No","No","No","No","2017-11-15T01:41:33-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1665",4021509800601,"No","No","No","No","2017-11-14T17:26:27-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Maintenance/servicing of device is not available","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1666",4021509800701,"No","No","No","No","2017-11-14T16:57:53-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1667",4021509800702,"No","No","No","No","2017-11-15T13:13:07-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"1668",4021509800901,"No","No","No","No","2017-11-15T15:53:59-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"1669",4021509800902,"No","No","No","No","2017-11-15T15:39:22-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
