"","hh_id","c1","c2","c3","c4","c4_oth","c5","c6","c7","c8","c9","c10","c11","c12","c12_oth","c_13","c_13oth","c_14","c15","c16","c17","c18","c19","c19_oth","c_20","c_21","c_22","c_23","c_24","c_27","c_25","c_26__1","c_26__2","c_26__3","c_26__4","c_26__5","c_26__6","c_26__7","c_26__8","c_26__9","c_26__10","c_26__11","c_26__12","c_26__888","c_28a","c_29a","c_30a","c_31a","c32a_hours","c32a_min","c_28b","c_29b","c_30b","c_31b","c32b_hours","c32b_min","c_33","c33oth","c_34","c34_oth","c_35","c35_oth","c_36","c_37","c_38","c39_a","c39_b","c40","c41","c42","c42_oth","elc_aggr_tier"
"2126",10013516800901,2,"Yes",NA,NA,"",NA,NA,4,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","Yes",888,"Yes","No",NA,NA,"","Vouchers/token/pre-paid card from local store","Respondent does not have an energy bill",NA,NA,2000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,21,133,888,"Solar Home system","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",0,"No","No problems",NA,"No","No",NA,"","Tier 2"
"2127",10013516801001,1,"Yes",NA,NA,"",NA,NA,6,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,500,"No","No",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,888,888,888,16,2,10,14,56,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"2128",10013516801201,2,"Yes",NA,NA,"",NA,NA,10,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,8,21,112,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",2,"No","Unpredictable interruptions",NA,"Yes","No",NA,"","Tier 3"
"2129",10013516801301,1,"Yes",NA,NA,"",NA,NA,1,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,5000,"No","No",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,21,133,888,5,2,3,14,220,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",0,"No","No problems",NA,"No","No",NA,"","Tier 2"
"2130",10013516801401,2,"Yes",NA,NA,"",NA,NA,1,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,21,133,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",0,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"2131",10013516801402,2,"Yes",NA,NA,"",NA,NA,1,5000,1000,888,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,1000,"Yes, sometimes","No",0,0,0,0,0,0,0,0,1,1,1,0,0,6,4,6,14,126,0,10,4,10,7,98,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",7,"Yes","Unpredictable interruptions",NA,"Yes","No",NA,"","Tier 3"
"2132",10013516801501,1,"Yes",NA,NA,"",NA,NA,50,2000,3000,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,1000,"Yes, sometimes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,18,126,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unpredictable interruptions","Unexpectedly high bills","Yes","No",NA,"","Tier 1"
"2133",10013516801801,2,"No",NA,"Monthly fee is too expensive","","Don't know",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2134",10013516802101,2,"Yes",NA,NA,"",NA,NA,2,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,2000,"No","No",0,0,0,0,1,1,1,1,0,0,0,0,0,5,2,5,21,133,888,15,3,8,888,888,888,"Other, specify","Mobile phone tourchlight","No back-up source","","Call/Visit/SMS utility company (DISCO)","","The power company",0,"Yes","Low/high voltage problems or voltage fluctuations","High cost of electricity","Yes","No",NA,"","Tier 3"
"2135",10013516802201,2,"Yes",NA,NA,"",NA,NA,32,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1500,"No","No",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,21,161,30,6,2,6,14,126,30,"Solar Home system","","Solar Home System","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"2136",10014511560201,1,"Yes",NA,NA,"",NA,NA,1,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,4,12,888,"Rechargeable battery and storage devices (e.g.: car battery)","","Rechargeable battery and storage devices (e.g.: car battery)","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"No","Low/high voltage problems or voltage fluctuations","Do not trust the supplier","No","No",NA,"","Tier 3"
"2137",10014511560801,1,"Yes",NA,NA,"",NA,NA,5,1000,2000,0,1,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill and shows it",1000,210,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,888,888,888,"Electric generator","","Electric Generator","","Call a local technician/local electrician/NEPA","","The power company",2,"No","Supply shortage/not enough hours of electricity",NA,"Yes","No",NA,"","Tier 3"
"2138",10014511561001,1,"No",NA,"Cost of initial connection is too expensive","","Yes","Up to 6 months",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2139",10014511561101,2,"No",2,"Cost of initial connection is too expensive","","No",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2140",10014511561202,1,"No",10,"Cost of initial connection is too expensive","","No",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2141",10014511561801,1,"Yes",NA,NA,"",NA,NA,8,1000,30000,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,3,15,888,"Electric generator","","Electric Generator","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","High cost of electricity","No","No",NA,"","Tier 2"
"2142",10014511561901,1,"Yes",NA,NA,"",NA,NA,15,1000,10000,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1000,"No","No",0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,2,14,119,888,6,1,6,14,70,888,"Electric generator","","Electric Generator","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","High cost of electricity","Yes","No",NA,"","Tier 1"
"2143",10014511563001,2,"No",NA,"Monthly fee is too expensive","","No",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2144",10014511564301,4,"Yes",NA,NA,"",NA,NA,20,1500,0,888,888,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1500,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,8,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Unpredictable interruptions","Yes","No",NA,"","Tier 0"
"2145",10014511564501,1,"Yes",NA,NA,"",NA,NA,1,1000,1500,888,888,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,8,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",1,"Don’t know","Supply shortage/not enough hours of electricity",NA,"Yes","No",NA,"","Tier 2"
"2146",10014511564701,1,"No",10,"Cost of initial connection is too expensive","","No",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2147",10014511566001,1,"Yes",NA,NA,"",NA,NA,7,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill and shows it",1000,210,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",0,"No","Unexpectedly high bills",NA,"No","No",NA,"","Tier 2"
"2148",10014511566601,2,"Yes",NA,NA,"",NA,NA,12,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill and shows it",1000,22.5,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,10,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 3"
"2149",10014511566801,1,"Yes",NA,NA,"",NA,NA,15,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,111,NA,NA,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Unpredictable interruptions","Yes","No",NA,"","Tier 0"
"2150",10014516940201,1,"Yes",NA,NA,"",NA,NA,4,15000,10000,2,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill and shows it",2500,300,NA,"No","No",1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,2,11,154,0,10,2,7,7,98,0,"Rechargeable battery and storage devices (e.g.: car battery)","","Electric Generator","","Call a local technician/local electrician/NEPA","","The power company",7,"No","Supply shortage/not enough hours of electricity","Unexpectedly high bills","Yes","No",NA,"","Tier 2"
"2151",10014516940303,1,"Yes",NA,NA,"",NA,NA,20,111,NA,NA,NA,"Pre-paid meter card seller","","Monthly","","Yes",80,"Yes","No",NA,NA,"","Vouchers/token/pre-paid card from local store","Respondent has energy bill and shows it",4000,169,NA,"No","No",0,0,0,1,1,1,1,1,1,0,0,0,0,3,0,0,14,147,0,7,0,7,7,119,0,"Electric generator","","Electric Generator","","Call a local technician/local electrician/NEPA","","The power company",1,"Yes","Supply shortage/not enough hours of electricity","Unexpectedly high bills","Yes","No",NA,"","Tier 0"
"2152",10014516940501,1,"Yes",NA,NA,"",NA,NA,24,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,5000,"Yes, sometimes","No",0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,21,49,888,10,0,5,14,21,888,"Electric generator","","Rechargeable battery and storage devices (e.g.: car battery)","","Call/Visit/SMS utility company (DISCO)","","The power company",1,"No","Supply shortage/not enough hours of electricity","Unpredictable interruptions","Yes","No",NA,"","Tier 0"
"2153",10014516941102,1,"Yes",NA,NA,"",NA,NA,10,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill and shows it",10000,250,NA,"No","No",1,1,1,1,1,0,0,0,0,0,0,0,0,5,0,4,7,133,0,15,4,10,30,63,0,"Rechargeable battery and storage devices (e.g.: car battery)","","Electric Generator","","Call a local technician/local electrician/NEPA","","The power company",10,"No","High cost of electricity","Supply shortage/not enough hours of electricity","Yes","No",NA,"","Tier 3"
"2154",10014516941304,2,"Yes",NA,NA,"",NA,NA,6,0,0,0,0,"Energy company (NEPA/PHCN)","","Monthly","","Yes",0,"No","No",NA,NA,"","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,5000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,5,14,112,0,"Electric generator","","Electric Generator","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Unexpectedly high bills","Yes","No",NA,"","Tier 1"
"2155",10014516941501,1,"Yes",NA,NA,"",NA,NA,1,111,NA,NA,NA,"Pre-paid meter card seller","","Weekly","","Yes",80,"Yes","No",NA,NA,"","Vouchers/token/pre-paid card from local store","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,3000,"No","No",1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,2,21,154,0,8,1,8,14,112,0,"Electric generator","","Electric Generator","","Call/Visit/SMS utility company (DISCO)","","The power company",0,"Yes","Low/high voltage problems or voltage fluctuations","Supply shortage/not enough hours of electricity","Yes","No",NA,"","Tier 1"
"2156",10014516941503,2,"Yes",NA,NA,"",NA,NA,5,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","Yes",80,"Yes","No",NA,NA,"","Vouchers/token/pre-paid card from local store","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1000,"Yes, sometimes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,6,14,126,1,"Electric generator","","Electric Generator","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity",NA,"Yes","No",NA,"","Tier 1"
"2157",10014516941902,1,"Yes",NA,NA,"",NA,NA,2,111,NA,NA,NA,"Pre-paid meter card seller","","Every 2 weeks","","Yes",80,"Yes","Yes",2,NA,"","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,3000,"No","No",0,0,0,1,1,1,0,0,0,0,0,0,0,3,0,3,28,147,0,8,0,8,14,112,0,"Electric generator","","Electric Generator","","Call/Visit/SMS utility company (DISCO)","","The power company",0,"No","Supply shortage/not enough hours of electricity","Low/high voltage problems or voltage fluctuations","Yes","No",NA,"","Tier 0"
"2158",10014516942503,2,"Yes",NA,NA,"",NA,NA,3,111,NA,NA,NA,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,3000,"No","No",1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,3,21,147,0,9,1,8,14,105,0,"Electric generator","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",0,"No","Supply shortage/not enough hours of electricity","Low/high voltage problems or voltage fluctuations","Yes","No",NA,"","Tier 1"
"2159",10014516942505,3,"Yes",NA,NA,"",NA,NA,25,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,3500,"No","No",0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,2,28,35,30,13,4,10,21,35,20,"Electric generator","","No back-up source","","Call a local technician/local electrician/NEPA","","Someone not from power company",0,"No","Unpredictable interruptions","Unexpectedly high bills","No","No",NA,"","Tier 3"
"2160",10014516942603,2,"Yes",NA,NA,"",NA,NA,3,2000,3000,1,0,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1300,"No","No",0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,7,154,888,10,1,10,21,28,888,"Electric generator","","No back-up source","","Call a local technician/local electrician/NEPA","","Someone not from power company",1,"No","Unexpectedly high bills","Supply shortage/not enough hours of electricity","Yes","No",NA,"","Tier 1"
"2161",10014516942604,1,"Yes",NA,NA,"",NA,NA,2,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill and shows it",1000,174,NA,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,14,147,0,8,3,5,14,147,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","Electric Generator","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"No","Unexpectedly high bills","High cost of electricity","Yes","No",NA,"","Tier 3"
"2162",10014516943801,2,"Yes",NA,NA,"",NA,NA,5,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1500,"No","No",0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,21,154,0,10,3,4,2,98,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","Electric Generator","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Unexpectedly high bills","Yes","No",NA,"","Tier 3"
"2163",10014516943802,1,"Yes",NA,NA,"",NA,NA,1,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1500,"No","No",0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,3,154,0,11,3,8,14,91,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"Yes","Unexpectedly high bills","Low/high voltage problems or voltage fluctuations","Yes","No",NA,"","Tier 3"
"2164",10015507540201,2,"Yes",NA,NA,"",NA,NA,10,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","No",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,888,888,888,1,1,1,7,161,35,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",14,"No","Unpredictable interruptions","Do not trust the supplier","Yes","No",NA,"","Tier 0"
"2165",10015507540301,2,"No",NA,"Other, specify","The respondent said that he wants to have a completed plasters house building before connecting to the national grid","Yes","1 year to 2 years",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2166",10015507540501,1,"Yes",NA,NA,"",NA,NA,15,1000,10000,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1000,"No","No",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,888,888,888,6,2,6,14,133,20,"Solar Lantern","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"Yes","Low/high voltage problems or voltage fluctuations","Unpredictable interruptions","Yes","No",NA,"","Tier 2"
"2167",10015507540801,5,"Yes",NA,NA,"",NA,NA,14,3000,3500,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","No",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,888,888,888,13,4,8,21,77,35,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"Yes","Low/high voltage problems or voltage fluctuations","Supply shortage/not enough hours of electricity","Yes","No",NA,"","Tier 3"
"2168",10015507541401,2,"Yes",NA,NA,"",NA,NA,5,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","Yes",415,"No","No",NA,NA,"","Cash","Respondent does not have an energy bill",NA,NA,1500,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,4,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","The power company",0,"No","No problems",NA,"Yes","No",NA,"","Tier 1"
"2169",10015507541901,1,"Yes",NA,NA,"",NA,NA,25,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,500,"No","No",0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,888,888,888,15,4,12,14,63,25,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",120,"Yes","Low/high voltage problems or voltage fluctuations","Unpredictable interruptions","Yes","No",NA,"","Tier 3"
"2170",10015507542001,1,"Yes",NA,NA,"",NA,NA,8,888,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1000,"No","No",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,888,888,888,6,2,5,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",120,"No","Unexpectedly high bills","Unpredictable interruptions","Yes","No",NA,"","Tier 2"
"2171",10015507542201,2,"No",NA,"Other, specify","The transformer  is having  problems for  good four to five months and the transformer has been removed from the area","Yes","Don't Know",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"2172",10015507542901,1,"Yes",NA,NA,"",NA,NA,1,2000,500,0,1,"No one/received for free","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,14,2,56,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","The power company",120,"No","No problems",NA,"Yes","No",NA,"","Tier 3"
"2173",10015507543101,3,"No",3,"Other, specify","The transformer  is having an issue  and it been removed from the area","Yes","Don't Know",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
