"","hh_id","i_cookstove__id","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13a","i13b","i14__111","i14__1","i14__2","i14__3","i14__4","i14__5","i14__6","i14__7","i14__8","i14__9","i14__10","i14__11","i14__12","i15","i16","i16_oth","i17","i18","i19a","i19b","i20a","i20b","i21","i22","i23","i24","i25","i26","i27","i31__1","i31__2","i31__3","i31__4","i31__5","i31__6","i31__7","i31__8","i31__9","i32","i32_oth","i33","i35","i36a","i36b","interview__key","elc_aggr_tier","locality"
"1842",4024520660903,1,NA,NA,NA,NA,NA,NA,"",NA,"Yes",NA,30,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,3,40,60,40,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2800,NA,"16-86-41-88","Tier 1",1
"1843",4024520661002,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,50,7,3,50,50,50,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"16-50-71-81","Tier 0",1
"1844",4024520661101,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,4,2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Kerosene","Always available","Mostly available",10,7,3,20,45,45,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",800,500,"00-98-42-12","Tier 3",1
"1845",4024520661101,2,"Koresone Stove","Purchased, upfront","Head",3000,NA,"No","fire wheel",1500,NA,1,4,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Kerosene","Not applicable","Always available",NA,15,7,2,30,40,30,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",500,NA,"00-98-42-12","Tier 3",1
"1846",4024520661302,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Not applicable","Always available",NA,15,7,3,45,60,60,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"47-15-57-99","Tier 0",1
"1847",4024520662101,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,3,5,10,15,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"66-46-35-80","Tier 0",1
"1848",4024520662102,1,"Manufactured Stove Traditional","Purchased, upfront","Head",2500,NA,"Yes","Kurfoti",1500,NA,1,1,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","","No",NA,"Charcoal","Not applicable","Always available",NA,4,7,2,10,0,5,10,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,400,NA,"35-86-71-76","Tier 0",1
"1849",4024520662501,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,3,50,60,90,7,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"22-42-86-30","Tier 0",1
"1850",4024520662901,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,13,2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,3,60,90,120,7,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2500,NA,"96-80-97-09","Tier 3",1
"1851",4024520663001,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,23,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Mostly available",NA,2,7,3,60,60,90,7,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2000,NA,"87-70-82-97","Tier 0",1
"1852",4024520663101,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Always available",NA,20,7,3,50,60,60,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",6000,NA,"71-73-66-00","Tier 4",1
"1853",4024520663201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,3,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Crop Residue/Plant Biomass","Not applicable","Always available",NA,25,7,3,20,50,60,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"30-27-29-03","Tier 0",1
"1854",4024520663602,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,40,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Sometimes available",30,7,3,50,60,70,55,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,0,"11-95-02-05","Tier 4",1
"1855",10001502200101,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Mostly available",3,7,3,35,30,40,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",500,200,"19-02-65-60","Tier 0",0
"1856",10001502201001,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Wood purchased","Always available","Always available",3,7,3,30,30,70,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1000,250,"32-40-71-56","Tier 0",0
"1857",10001502201302,1,"Koresone Stove","Purchased, upfront","Wife/Spouse",3500,NA,"Yes","Butterfly  B22200db",1000,NA,1,5,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,2,7,2,65,0,120,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3200,NA,"43-74-72-32","Tier 0",0
"1858",10001502201303,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,14,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Garbage/plastic","Always available","Always available",5,7,3,30,60,60,20,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",0,0,"92-57-11-54","Tier 0",0
"1859",10001502201401,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood collected","Wood purchased","Mostly available","Always available",5,7,2,40,0,60,30,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",0,3000,"82-32-66-74","Tier 0",0
"1860",10001502202201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Wood purchased","Mostly available","Always available",6,7,3,40,120,120,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,3000,"61-82-29-27","Tier 0",0
"1861",10001502202701,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",6,7,3,35,50,70,30,"No","No","No","No","Yes","No","No","No","No","Yes","","Yes","Yes",500,0,"45-55-67-50","Tier 2",0
"1862",10001502203903,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Wood collected","Always available","Mostly available",10,7,3,35,70,80,25,"No","No","No","No","Yes","No","No","No","No","Yes","","Yes","Yes",900,0,"03-70-98-19","Tier 2",0
"1863",10001502205002,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,19,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood collected","Not applicable","Always available",NA,1,7,3,10,25,60,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"94-81-80-77","Tier 3",0
"1864",10001502205401,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Not applicable","Always available",NA,2,7,3,60,120,120,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1500,NA,"57-94-34-20","Tier 3",0
"1865",10001502205601,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Always available",5,7,2,180,0,180,1,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,0,"92-30-13-34","Tier 0",0
"1866",10001502205801,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",5,7,2,120,0,180,0,"No","No","No","Yes","Yes","No","No","No","No","Yes","","Yes","Yes",600,0,"60-57-42-10","Tier 3",0
"1867",10001502206003,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,7,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Garbage/plastic","Always available","Always available",5,7,3,120,50,180,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,0,"99-98-73-21","Tier 2",0
"1868",10001503820101,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,25,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",5,7,3,30,50,90,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",5000,200,"19-45-25-60","Tier 0",0
"1869",10001503820502,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",5,7,3,45,30,68,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",600,500,"00-34-57-76","Tier 0",0
"1870",10001503820801,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",3,7,2,45,0,90,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1500,500,"54-47-85-67","Tier 0",0
"1871",10001503820804,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,25,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",6,7,3,30,70,70,20,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",4000,0,"38-06-79-62","Tier 0",0
"1872",10001503821001,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",6,7,3,30,60,60,20,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",4000,0,"98-19-63-48","Tier 0",0
"1873",10001503821002,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood collected","Wood purchased","Always available","Always available",5,7,3,58,0,120,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,2800,"26-67-48-23","Tier 0",0
"1874",10001503821003,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,8,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",5,7,2,60,0,80,30,"No","No","No","No","Yes","No","No","No","No","Yes","","Yes","Yes",2400,0,"06-74-11-58","Tier 0",0
"1875",10001503821201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,8,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Wood collected","Mostly available","Mostly available",5,7,3,20,60,60,15,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",6000,0,"75-84-81-56","Tier 0",0
"1876",10001503823104,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,3,4,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Mostly available",5,7,3,15,100,140,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",6000,200,"53-27-43-10","Tier 0",0
"1877",10001503823802,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,25,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Mostly available",3,7,3,20,90,120,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,0,"47-20-19-49","Tier 0",0
"1878",10001503824003,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,7,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,3,10,60,120,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",6000,NA,"91-79-36-52","Tier 0",0
"1879",10001503824703,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood collected","Wood purchased","Always available","Always available",5,7,2,200,0,0,180,"No","No","No","No","No","Yes","No","No","No","Yes","","Yes","Yes",0,1200,"03-66-05-72","Tier 0",0
"1880",10001503825201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,12,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Wood collected","Mostly available","Mostly available",7,7,3,40,50,70,20,"No","No","No","No","Yes","No","No","No","No","Yes","","Yes","Yes",4500,0,"34-72-29-33","Tier 0",0
"1881",10001503826205,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Always available",8,7,3,40,50,70,30,"No","No","No","No","Yes","No","No","No","No","Yes","","Yes","Yes",0,0,"04-05-68-88","Tier 0",0
"1882",10001505200201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",8,7,2,45,0,90,25,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1800,0,"04-89-12-94","Tier 0",0
"1883",10001505200301,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Wood collected","Mostly available","Always available",5,7,3,180,200,120,70,"No","No","No","Yes","No","No","No","No","No","Yes","","Yes","Yes",800,0,"23-27-68-61","Tier 3",0
"1884",10001505200302,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,40,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Not applicable","Always available",NA,3,7,3,10,90,140,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",15000,NA,"25-91-13-14","Tier 0",0
"1885",10001505200701,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,7,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood collected","Wood purchased","Always available","Always available",7,7,2,30,0,90,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,800,"53-49-15-00","Tier 4",0
"1886",10001505200901,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",5,7,2,180,0,180,0,"No","No","No","No","Yes","No","No","No","No","Yes","","Yes","Yes",0,0,"84-92-22-53","Tier 2",0
"1887",10001505201101,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,50,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Garbage/plastic","Always available","Always available",5,7,3,40,120,120,30,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",0,0,"17-98-18-04","Tier 0",0
"1888",10001505201201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",8,7,2,50,0,90,35,"No","No","No","No","Yes","No","No","No","No","Yes","","Yes","Yes",1500,0,"73-36-34-84","Tier 4",0
"1889",10001505201202,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,40,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Garbage/plastic","Always available","Always available",5,7,2,120,0,180,0,"No","No","No","No","Yes","No","No","No","No","Yes","","Yes","Yes",0,0,"25-81-20-09","Tier 0",0
"1890",10001505201203,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Not applicable","Always available",NA,3,7,3,10,60,120,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4500,NA,"49-54-54-03","Tier 0",0
"1891",10001505201302,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,40,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Mostly available",3,7,2,60,0,90,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",6000,100,"99-61-40-58","Tier 3",0
"1892",10001505201402,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Not applicable","Always available",NA,3,7,2,45,0,70,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1500,NA,"22-10-26-18","Tier 2",0
"1893",10001505201501,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,3,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Mostly available",3,7,2,30,0,40,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",200,30,"05-55-09-74","Tier 0",0
"1894",10001505201902,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Garbage/plastic","Always available","Always available",5,7,3,30,60,60,20,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",3000,0,"52-26-36-69","Tier 0",0
"1895",10001505202002,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,25,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Garbage/plastic","Always available","Always available",6,7,3,40,120,120,30,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",9000,0,"64-00-79-74","Tier 2",0
"1896",10001507980201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Always available",3,7,3,30,30,60,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1500,600,"28-11-72-01","Tier 0",0
"1897",10001507980203,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Garbage/plastic","Always available","Always available",5,7,3,120,200,180,10,"No","No","No","No","Yes","Yes","Yes","No","No","Yes","","Yes","Yes",0,0,"04-94-94-77","Tier 0",0
"1898",10001507980301,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,18,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Always available",3,7,2,20,0,60,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",300,600,"92-93-33-12","Tier 0",0
"1899",10001507980902,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Not applicable","Always available",NA,3,7,3,30,20,65,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",6000,NA,"83-94-10-43","Tier 0",0
"1900",10001507980904,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,2,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",8,7,2,35,60,80,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,0,"76-15-69-33","Tier 0",0
"1901",10001507980906,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Garbage/plastic","Always available","Always available",5,7,3,40,60,60,30,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",0,0,"64-57-00-61","Tier 0",0
"1902",10001507980907,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,9,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Always available",8,7,2,60,0,80,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,0,"83-07-09-61","Tier 0",0
"1903",10001507980909,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",8,7,3,40,40,90,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,0,"07-92-76-86","Tier 0",0
"1904",10001507980912,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,40,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood collected","Not applicable","Always available",NA,5,7,3,20,60,60,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"75-32-59-82","Tier 0",0
"1905",10001507981201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,19,888,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Garbage/plastic","Always available","Always available",5,7,2,30,0,60,10,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",0,0,"31-24-33-87","Tier 0",0
"1906",10001507981301,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,25,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood collected","Garbage/plastic","Always available","Always available",5,7,3,30,60,60,20,"No","No","No","No","No","No","Yes","No","No","Yes","","Yes","Yes",0,0,"34-58-86-95","Tier 0",0
