"","hh_id","b_start","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b10_oth","b11","b11_oth","b12","b13__1","b13__2","b13__3","b13__4","b13__5","b13__6","b13__7","b13__8","b13__555","b13_oth","b14","b14_oth","b15","b16","b17__1","b17__2","b17__3","b17__555","b17_oth","b18","b19__1","b19__2","b19__555","b19_oth","b20__1","b20__2","b20__3","b20__4","b20__5","b20__6","b20__7","b20__8","b20__9","b20__10","b20__11","b20__12","b20__13","b20__555","b20_oth","b21","b22","b23","b24__1","b24__2","b24__3","b24__4","b24__5","b24__6","b24__7","b24__8","b24__9","b24__10","b24__11","b24__12","b24__555","b24_oth","elc_aggr_tier","locality","account_institution","informal_institution","loan","c2","i3","i19a","i33"
"2653",10023506301601,"2017-11-29T06:07:02-05:00",2,"Yes",NA,2,"A single house occupied by one household",NA,"Yes",NA,3,"Blocks, unplastered","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Well/spring unprotected","","No","Yes","Yes","No","No","No",NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,"Commercial Bank",NA,"Cannot get a loan/credit","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"2654",10023506302702,"2017-11-29T07:14:02-05:00",2,"Yes",NA,5,"A house occupied by multiple households",2,"No","Rented",2,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2655",10023506305001,"2017-11-29T06:16:17-05:00",1,"Yes",NA,20,"A house occupied by multiple households",2,"Yes",NA,5,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Cannot get a loan/credit","Yes","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2656",10023506305401,"2017-11-29T07:47:58-05:00",1,"Yes",NA,35,"A house occupied by multiple households",3,"Yes",NA,5,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2657",10023506305401,"2017-11-29T07:47:58-05:00",1,"Yes",NA,35,"A house occupied by multiple households",3,"Yes",NA,5,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Relative/Friend/Neighbor","Yes","Manufactured Stove Traditional","Charcoal","No"
"2658",10023506305602,"2017-11-29T05:10:34-05:00",1,"Yes",NA,8,"A house occupied by multiple households",2,"Yes",NA,4,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2659",10023506305701,"2017-11-29T06:21:08-05:00",1,"Yes",NA,4,"A house occupied by multiple households",2,"Yes",NA,4,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2660",10023506306401,"2017-11-29T06:44:32-05:00",1,"Yes",NA,3,"A single house occupied by one household",NA,"Yes",NA,3,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","Yes","No","No","No","No","No","No","No","","Bore hole","","No","Yes","Yes","No","No","No",NA,"No",NA,NA,NA,"","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,"Commercial Bank",NA,"Commercial/Government Bank","Yes","LPG/Natural Gas Stove","LPG/cooking gas","Yes"
"2661",10028507381001,"2017-11-28T08:44:05-05:00",1,"Yes",NA,30,"A house occupied by multiple households",2,"Yes",NA,4,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Supplier","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2662",10028507381601,"2017-11-28T06:16:12-05:00",1,"Yes",NA,70,"A house occupied by multiple households",2,"Yes",NA,3,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2663",10028507381602,"2017-11-28T05:40:10-05:00",2,"Yes",NA,26,"A house occupied by multiple households",2,"Yes",NA,3,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2664",10028507381701,"2017-11-28T07:29:36-05:00",1,"Yes",NA,30,"A house occupied by multiple households",2,"Yes",NA,4,"Mud bricks (traditional)","","Other, specify","Mud","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2665",10028507381801,"2017-11-28T08:00:11-05:00",1,"Yes",NA,40,"A single house occupied by one household",NA,"Yes",NA,2,"Stone and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2666",10028507381901,"2017-11-28T10:13:01-05:00",1,"Yes",NA,30,"A single house occupied by one household",NA,"Yes",NA,5,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2667",10028507382101,"2017-11-28T05:58:40-05:00",1,"Yes",NA,20,"A single house occupied by one household",NA,"Yes",NA,2,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2668",10028507382501,"2017-11-28T08:06:03-05:00",1,"Yes",NA,30,"A single house occupied by one household",NA,"Yes",NA,2,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2669",10028507382602,"2017-11-28T08:45:38-05:00",1,"Yes",NA,5,"Group of enclosed dwellings with multiple households",3,"Yes",NA,1,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","Yes","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Crop Residue/Plant Biomass","Yes"
"2670",10028507382801,"2017-11-28T07:28:02-05:00",2,"Yes",NA,15,"Group of enclosed dwellings occupied by a single household",NA,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Crop Residue/Plant Biomass","Yes"
"2671",10028507383301,"2017-11-28T05:52:02-05:00",2,"Yes",NA,40,"Group of enclosed dwellings with multiple households",6,"Yes",NA,4,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2672",10028507383901,"2017-11-28T06:05:07-05:00",1,"Yes",NA,9,"A single house occupied by one household",NA,"Yes",NA,3,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2673",10028507384002,"2017-11-28T08:22:27-05:00",1,"Yes",NA,35,"Group of enclosed dwellings with multiple households",3,"Yes",NA,2,"Wood and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Crop Residue/Plant Biomass","Yes"
"2674",10028507384003,"2017-11-28T10:48:06-05:00",1,"Yes",NA,30,"Group of enclosed dwellings with multiple households",3,"Yes",NA,2,"Wood and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Crop Residue/Plant Biomass","Yes"
"2675",10029502340601,"2017-12-04T05:42:09-05:00",1,"Yes",NA,22,"A house occupied by multiple households",2,"Yes",NA,4,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Piped water","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,NA,NA,"Cannot get a loan/credit","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"2676",10029502340701,"2017-12-04T07:09:44-05:00",1,"Yes",NA,5,"A single house occupied by one household",NA,"Yes",NA,6,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 4",0,NA,NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"2677",10029502340901,"2017-12-04T07:43:29-05:00",2,"Yes",NA,2,"A single house occupied by one household",NA,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Tanker/truck/vendor","","Yes","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,NA,NA,"Cannot get a loan/credit","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"2678",10029502341001,"2017-12-04T08:50:34-05:00",2,"Yes",NA,15,"A single house occupied by one household",NA,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Piped water","","Yes","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Cannot get a loan/credit","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"2679",10029502342103,"2017-12-04T05:35:54-05:00",1,"Yes",NA,5,"A house occupied by multiple households",3,"No","Free",1,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Piped water","","Yes","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,NA,NA,"Cannot get a loan/credit","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"2680",10029502342703,"2017-12-04T05:30:20-05:00",1,"Yes",NA,65,"A house occupied by multiple households",3,"Yes",NA,3,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2681",10029502342801,"2017-12-04T06:37:02-05:00",1,"Yes",NA,20,"A house occupied by multiple households",2,"No","Free",4,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Piped water","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2682",10029502342802,"2017-12-04T06:39:12-05:00",1,"Yes",NA,40,"A house occupied by multiple households",2,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2683",10029502343001,"2017-12-04T05:32:42-05:00",1,"Yes",NA,50,"A single house occupied by one household",NA,"No","Free",3,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Piped water","","Yes","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2684",10029502343402,"2017-12-04T06:22:51-05:00",2,"Yes",NA,23,"A house occupied by multiple households",3,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Piped water","","Yes","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Crop Residue/Plant Biomass","Yes"
"2685",10029502343403,"2017-12-04T07:54:49-05:00",1,"Yes",NA,45,"A house occupied by multiple households",3,"Yes",NA,3,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2686",10029502343501,"2017-12-04T07:26:47-05:00",1,"Yes",NA,9,"A single house occupied by one household",NA,"Yes",NA,3,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Piped water","","Yes","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Crop Residue/Plant Biomass","Yes"
"2687",10029502343902,"2017-12-04T07:52:15-05:00",1,"Yes",NA,20,"A single house occupied by one household",NA,"Yes",NA,4,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Piped water","","Yes","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"2688",10029510400101,"2017-12-04T19:39:47",4,"Yes",NA,15,"A single house occupied by one household",NA,"Yes",NA,8,"Wood and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2689",10029510400702,"2017-12-04T20:28:01",1,"Yes",NA,7,"A house occupied by multiple households",4,"Yes",NA,5,"Wood and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","Do not know","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2690",10029510401202,"2017-12-04T18:31:57",2,"Yes",NA,30,"A house occupied by multiple households",6,"Yes",NA,5,"Wood and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"2691",10029510402501,"2017-12-05T06:42:27",1,"Yes",NA,40,"A house occupied by multiple households",4,"Yes",NA,2,"Stone and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","Yes","Yes","No","No","No",NA,"Yes","Yes","No","No","","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,"Commercial Bank","Group Savings (Rotational)","Shop","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2692",10029510402502,"2017-12-05T06:56:22",2,"Yes",NA,30,"A house occupied by multiple households",4,"Yes",NA,3,"Stone and mud","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2693",10029510402504,"2017-12-05T06:45:05",1,"Yes",NA,50,"Group of enclosed dwellings with multiple households",5,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2694",10029510402602,"2017-12-05T07:49:22",2,"Yes",NA,35,"A house occupied by multiple households",21,"Yes",NA,2,"Stone and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"Yes","Yes","No","No","","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,"Group Savings (Rotational)","Shop","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2695",10029510402602,"2017-12-05T07:49:22",2,"Yes",NA,35,"A house occupied by multiple households",21,"Yes",NA,2,"Stone and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"Yes","Yes","No","No","","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,"Group Savings (Rotational)","Shop","No",NA,"Charcoal","No"
"2696",10029510402801,"2017-12-05T08:58:32",3,"Yes",NA,45,"A house occupied by multiple households",21,"Yes",NA,2,"Stone and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Shop","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"2697",10029510402901,"2017-12-05T07:33:20",2,"Yes",NA,90,"A house occupied by multiple households",22,"Yes",NA,1,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"Yes","No","No","Yes","Alone (with local save)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,"Other","Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
